880640;www.tenzor.net;"Открытое акционерное общество ""Приборный завод ""Тензор""";Тензор;pravlenie@tenzor.net;141980, Московская обл, Дубна г, Приборостроителей ул, д. 2;;(496) 217-03-94;(496) 217-03-50, 214-34-34;Предприятие располагает мощной конструкторской и производственной базой, высоко квалифицированным полуторатысячным коллективом. В состав предприятия входят сборочно-монтажное, микроэлектронное, механообрабатывающее и химико-гальваническое производства, аккредитованные метрологическая и испытательная базы, полигоны испытаний охранной и противопожарной техники.;;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
880688;rif-terminal.com;"Общество с ограниченной ответственностью ""РИФ-Терминал""";РИФ-ТЕРМИНАЛ;erminal@rif-terminal.com;"129282, Москва г, Полярная ул, д. 54, кор. 4, помещение правления ЖСК ""ТОННЕЛЬ""";;725-60-20;725-60-20;ООО “РИФ-Терминал” - это полноценное инжиниринговое предприятие с 10-ти летним опытом работы, главной задачей которого является внедрение современного оборудования и технологий в различные отрасли промышленности.;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ
880705;www.ntc-power.ru/about/filials/rosep#http://www.ntc-power.ru/about/filials/rosep#;"Открытое акционерное общество ""НТЦ электроэнергетики"" - РОСЭП";НТЦ электроэнергетики - РОСЭП;info@ntc-power.ru;111395, Москва г, 1 Маевки аллея, д. 15;117630, Москва г, Академика Челомея ул, д. 5а;(495) 374-68-90;(495) 374-52-21;Направление по проектированию (ранее филиал РОСЭП) — институт по проектированию сетевых и энергетических объектов, был образован в 1951 году как Всесоюзный государственный институт по проектированию электрификации сельского хозяйства «Гипросельэлектро».;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
880779;www.systematom.ru;Закрытое акционерное общество «СНИИП-СИСТЕМАТОМ»;СНИИП-СИСТЕМАТОМ;system.atom@ru.net;123060, Москва г, а/я 73;123182, Москва г, Академика Курчатова пл, д. 1, стр. 140;196-72-51;196-77-11;Закрытое акционерное общество «СНИИП-СИСТЕМАТОМ» занимается разработкой, изготовлением, поставкой, пуско-наладкой, внедрением и сервисным обслуживанием оборудования и систем защиты, управления, контроля и диагностики ядерной и радиационной безопасности объектов атомной энергетики;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
880875;www.triada-holding.ru;"Закрытое акционерное общество ""Триада-холдинг""";Триада-Холдинг;trhold@comail.ru;123308, Москва г, Маршала Г.К.Жукова ул, д. 6, стр. 2;117935, Москва г, Крымский Вал ул, д. 8;234-38-84;234-16-10, 956-15-04, 956-18-52;ЗАО «Триада-Холдинг» - крупнейшая в стране фирма, профессионально занимающаяся вопросами диагностики, оценки и прогнозирования состояния, ремонта, реконструкции, защиты, гидроизоляции усиления строительных конструкций, в том числе подземных.;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
880940;www.energoproekt.com.ua;"Открытое акционерное общество Харьковский научно-исследовательский и проектно-конструкторский институт ""Энергопроект""";ХИ Энергопроект;office@energoproekt.com.ua;61003, Харьков г, Московский пр-кт, д. 10/12;61003, Харьков г, Московский пр-кт, д. 10/12;(10-380-057) 731-40-49, 731-16-45;(10-380-057) 731-17-88, 731-33-68;Комплексное проектирование атомных, тепловых электростанций и других объектов энергетики, жилищно-гражданского строительства, осуществление авторского надзора за строительством, реконструкция и техническое перевооружение действующих энергоблоков, авторское сопровождение проектов атомных станций.;;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
881042;www.oaoesp.ru;Открытое акционерное общество «Проектно-изыскательский и научно-исследовательский институт по проектированию энергетических систем и электрических сетей «ЭНЕРГОСЕТЬПРОЕКТ»;Энергосетьпроект;oaoesp@oaoesp.ru;105318, Москва г, Ткацкая ул, д. 1;105318, Москва г, Ткацкая ул, д. 1;(495) 963-12-64;(495) 652-93-01;Основными направлениями нашей деятельности являются: комплексное проектирование электросетевых объектов, стратегическое планирование развития энергетики, осуществление научно-исследовательских, проектных и инжиниринговых работ в области создания систем управления в электроэнергетике, проведение энергетических обследований и энергоаудита, выполнение функции генерального проектировщика и генерального подрядчика.;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
907185;www.asms.ru;Государственное образовательное учреждение дополнительного профессионального образования Академия стандартизации, метрологии и сертификации;АСМС;info@asms.ru;109443, Москва г, Волгоградский пр-кт, д. 90, кор. 1;;(499) 742-52-41;(495) 172-47-30;Академия стандартизации, метрологии и сертификации основана в 1968 году как Всесоюзный институт повышения квалификации руководящих и инженерно-технических работников в области стандартизации, качества продукции и метрологии (ВИСМ).;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА
907602;www.interarm.ru;"Закрытое акционерное общество ""Внешнеэкономическая ассоциация ""Интерарм""";ВА Интерарм;interarm@interarm.ru as@interarm.ru olga-k@interarm.ru nhpo@interarm.ru;125171, Москва г, Космонавта Волкова ул, д. 6А;125171, Москва г, Космонавта Волкова ул, д. 6А;(495) 797-34-90;(495) 797-34-90, 797-63-89;Группа компаний «Интерарм» осуществляет поставки трубопроводной арматуры Российского и иностранного производства. Ежедневно изучая потребности заказчиков мы предлагаем своим клиентам наиболее оптимальную в соотношении «цена/качество» продукцию широкого ассортимента. Мы освоили производство одного из наиболее перспективных видов трубопроводной арматуры - затворов дисковых поворотных общего назначения и для АЭС.;1459;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ЛОЖЬ
907623;www.vzljot.ru;ВЗЛЕТ;"Закрытое акционерное общество ""ВЗЛЕТ""";mail@vzljot.ru;190121, Санкт-Петербург г, Мастерская ул, д. 9;;(812) 714-71-38;(812) 714-81-14;"ЗАО ""ВЗЛЕТ"" ведущее российское предприятие в области разработки, производства и внедрения приборов учета расхода жидкостей, тепловой энергии и регулирования тепловодоресурсов.";1900;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ
907680;www.vniir.ru;"ОАО ""Всероссийский научно-исследовательский, проектно- конструкторский и технологический институт релестроения с опытным производством""";ВНИИР;vniir@vniir.ru;428024, Чувашская Респ, Чебоксары г, Яковлева пр-кт, д. 4;;(8352) 39-00-03;(8352) 39-00-00, 39-00-02;"ОАО ""Всероссийский научно-исследовательский, проектно- конструкторский и технологический институт релестроения с опытным производством"" (ВНИИР) представляет собой научно–производственное предприятие, способное выполнять полный цикл работ – от исследования и разработки до выпуска продукции и сервисного обслуживания ее на объектах эксплуатации.";;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ИСТИНА;ИСТИНА;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ЛОЖЬ;ЛОЖЬ;ЛОЖЬ;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА;ИСТИНА
